"id","name","year","val_1652550","val_1652551","val_1652552","val_1652553","val_1652554","measureUnitId_1652550","measureName_1652550","measureUnitId_1652551","measureName_1652551","measureUnitId_1652552","measureName_1652552","measureUnitId_1652553","measureName_1652553","measureUnitId_1652554","measureName_1652554","attrId_1652550","attributeDescription_1652550","attrId_1652551","attributeDescription_1652551","attrId_1652552","attributeDescription_1652552","attrId_1652553","attributeDescription_1652553","attrId_1652554","attributeDescription_1652554"
"030210126000","Powiat złotoryjski","2021",2711,3288,2734,2232,2366,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210161000","Powiat m. Jelenia Góra","2021",9251,9468,6126,3625,2581,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210203000","Powiat głogowski","2021",6272,8796,6414,5054,3801,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210204000","Powiat górowski","2021",1964,2608,2042,1773,2057,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210209000","Powiat legnicki","2021",2850,3926,3341,3099,3307,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210211000","Powiat lubiński","2021",8842,11292,7853,6458,3943,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210216000","Powiat polkowicki","2021",4033,5242,3975,3801,3228,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210262000","Powiat m. Legnica","2021",10720,11185,7310,5009,3295,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210302000","Powiat dzierżoniowski","2021",8607,9405,6755,5140,4581,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210308000","Powiat kłodzki","2021",13017,14173,10300,7457,7481,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210319000","Powiat świdnicki","2021",12256,14174,10729,8190,7381,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210321000","Powiat wałbrzyski","2021",4687,5210,3802,2692,2565,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210324000","Powiat ząbkowicki","2021",4210,4835,3844,2986,3745,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210365000","Powiat m. Wałbrzych od 2013","2021",13213,13570,8503,4928,3066,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210413000","Powiat milicki","2021",1762,2304,1879,1997,2472,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210414000","Powiat oleśnicki","2021",6235,8023,6816,6100,6140,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210415000","Powiat oławski","2021",5153,6461,5325,4599,3979,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210417000","Powiat strzeliński","2021",2452,3049,2622,2236,2634,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210418000","Powiat średzki","2021",2686,3797,3536,3543,3498,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210420000","Powiat trzebnicki","2021",4128,5620,5087,4770,5553,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210422000","Powiat wołowski","2021",3328,3943,3153,2521,2433,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210423000","Powiat wrocławski","2021",7978,12085,12091,12382,8966,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"030210564000","Powiat m. Wrocław","2021",90126,86359,51874,33598,18678,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613101000","Powiat brzeski","2021",6390,7695,5874,4863,4608,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613102000","Powiat głubczycki","2021",3026,3629,2800,2365,2363,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613106000","Powiat namysłowski","2021",2701,3407,2639,2411,2437,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613107000","Powiat nyski","2021",8850,10564,8341,6846,7615,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613110000","Powiat prudnicki","2021",3832,4069,3105,2794,3326,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613203000","Powiat kędzierzyńsko-kozielski","2021",7584,8204,6069,4683,4642,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613204000","Powiat kluczborski","2021",4176,5009,3995,3305,3682,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613205000","Powiat krapkowicki","2021",3510,4199,3605,3297,4035,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613208000","Powiat oleski","2021",3152,3710,3263,3063,4667,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613209000","Powiat opolski","2021",5350,7322,6972,6952,8455,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613211000","Powiat strzelecki","2021",3735,4330,3898,3772,5197,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"031613261000","Powiat m. Opole","2021",14085,14397,9746,6931,4355,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410603000","Powiat bydgoski","2021",4563,7575,7373,7808,7509,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410615000","Powiat toruński","2021",3757,6047,6150,6745,7446,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410661000","Powiat m. Bydgoszcz","2021",35718,38529,25723,17272,12420,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410663000","Powiat m. Toruń","2021",21795,22886,15017,10262,6979,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410702000","Powiat brodnicki","2021",3928,5001,4422,4325,5256,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410704000","Powiat chełmiński","2021",2533,3374,2831,2542,3371,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410705000","Powiat golubsko-dobrzyński","2021",1862,2452,2310,2234,3204,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410706000","Powiat grudziądzki","2021",1550,2306,2102,2071,2846,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410712000","Powiat rypiński","2021",2169,2765,2340,2247,2881,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410717000","Powiat wąbrzeski","2021",1842,2268,1902,1664,2235,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410762000","Powiat m. Grudziądz","2021",8854,10065,6994,4684,3476,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410801000","Powiat aleksandrowski","2021",3249,3673,3117,2769,3557,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410808000","Powiat lipnowski","2021",2542,3346,3071,3127,4972,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410811000","Powiat radziejowski","2021",1670,2305,2119,2050,2889,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410818000","Powiat włocławski","2021",3298,4803,4573,4255,5989,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040410864000","Powiat m. Włocławek","2021",10623,12171,8189,5168,3884,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416707000","Powiat inowrocławski","2021",10909,13643,10910,8407,7917,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416709000","Powiat mogileński","2021",2159,2889,2596,2297,3051,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416710000","Powiat nakielski","2021",3819,5332,4738,4433,5704,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416719000","Powiat żniński","2021",3208,4608,3862,3606,4662,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416813000","Powiat sępoleński","2021",1687,2359,2181,2059,2851,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416814000","Powiat świecki","2021",4769,6576,5371,4940,6453,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"040416816000","Powiat tucholski","2021",1927,2770,2322,2353,3677,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214004000","Powiat gdański","2021",6146,8569,7851,7986,7251,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214005000","Powiat kartuski","2021",4410,6712,6481,7926,11741,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214010000","Powiat nowodworski","2021",1707,2174,1883,1722,2357,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214011000","Powiat pucki","2021",3709,5100,4715,5020,6148,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214015000","Powiat wejherowski","2021",11444,14810,12887,12488,14075,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214101000","Powiat bytowski","2021",3395,4541,3887,3935,5711,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214108000","Powiat lęborski","2021",4102,4998,3889,3503,3819,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214112000","Powiat słupski","2021",5119,7041,5871,5488,5824,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214163000","Powiat m. Słupsk","2021",9959,10525,7054,4414,2916,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214207000","Powiat kwidzyński","2021",4309,5522,4779,4445,5139,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214209000","Powiat malborski","2021",4184,5266,4051,3237,3314,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214213000","Powiat starogardzki","2021",6095,7605,6402,6450,9051,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214214000","Powiat tczewski","2021",6703,8322,6821,6061,6686,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214216000","Powiat sztumski","2021",2002,2601,2163,2009,2617,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214361000","Powiat m. Gdańsk","2021",57187,58353,36473,26034,15330,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214362000","Powiat m. Gdynia","2021",27256,28535,18325,13090,8364,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042214364000","Powiat m. Sopot","2021",4882,4176,2354,1497,1052,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042217202000","Powiat chojnicki","2021",3939,5615,4918,4798,7100,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042217203000","Powiat człuchowski","2021",2924,3924,3155,2893,3446,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042217206000","Powiat kościerski","2021",2879,3695,3073,3463,5735,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815402000","Powiat braniewski","2021",2653,3146,2499,2129,2089,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815403000","Powiat działdowski","2021",3098,4277,3730,3302,4184,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815404000","Powiat elbląski","2021",2755,3541,3165,2975,3642,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815407000","Powiat iławski","2021",4834,6366,5149,4829,5901,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815412000","Powiat nowomiejski","2021",1710,2361,2109,2122,3278,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815415000","Powiat ostródzki","2021",6317,7831,6210,5170,6099,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815461000","Powiat m. Elbląg","2021",10621,12466,8998,6446,4423,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815505000","Powiat ełcki","2021",6191,6897,5748,4876,4961,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815506000","Powiat giżycki","2021",4076,4926,3597,3008,2820,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815513000","Powiat olecki","2021",2163,2470,1975,1676,2023,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815516000","Powiat piski","2021",3264,3908,2990,2796,3477,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815518000","Powiat gołdapski","2021",1677,1917,1575,1377,1533,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815519000","Powiat węgorzewski","2021",1540,1824,1413,1130,1151,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815601000","Powiat bartoszycki","2021",3985,4719,3701,2915,2884,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815608000","Powiat kętrzyński","2021",4772,5504,4069,3221,2909,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815609000","Powiat lidzbarski","2021",2828,3306,2570,1989,2197,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815610000","Powiat mrągowski","2021",3119,3948,2952,2549,2882,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815611000","Powiat nidzicki","2021",1807,2255,1747,1599,2040,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815614000","Powiat olsztyński","2021",6482,9115,8058,7563,7348,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815617000","Powiat szczycieński","2021",3647,4558,3663,3363,4447,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"042815662000","Powiat m. Olsztyn","2021",19841,19801,13432,9340,5332,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011506000","Powiat łódzki wschodni","2021",3501,4986,4365,4472,4571,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011508000","Powiat pabianicki","2021",11042,11506,8779,6560,5167,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011520000","Powiat zgierski","2021",12735,14692,11372,9370,8264,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011521000","Powiat brzeziński","2021",1801,2023,1862,1723,1937,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011661000","Powiat m. Łódź","2021",100265,89526,52145,30623,16710,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011701000","Powiat bełchatowski","2021",6492,9171,7251,6888,5908,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011707000","Powiat opoczyński","2021",3952,4663,3919,3947,5294,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011710000","Powiat piotrkowski","2021",3691,4725,4437,5068,7026,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011712000","Powiat radomszczański","2021",7014,8325,6579,5893,6854,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011716000","Powiat tomaszowski","2021",8582,9416,7187,6036,6527,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011762000","Powiat m. Piotrków Trybunalski","2021",7150,7638,5169,3662,2692,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011803000","Powiat łaski","2021",3243,3704,3000,2706,3019,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011809000","Powiat pajęczański","2021",2242,2862,2622,2715,3762,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011811000","Powiat poddębicki","2021",2416,2692,2198,2040,2807,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011814000","Powiat sieradzki","2021",6345,7614,6308,5892,8001,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011817000","Powiat wieluński","2021",3797,4709,3929,3933,5383,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011818000","Powiat wieruszowski","2021",1714,2289,2124,2176,3242,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011819000","Powiat zduńskowolski","2021",4611,5235,4285,3707,3481,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011902000","Powiat kutnowski","2021",7638,8751,6623,4817,4641,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011904000","Powiat łęczycki","2021",2965,3193,2682,2267,3466,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011905000","Powiat łowicki","2021",4469,4883,4115,3845,5441,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011913000","Powiat rawski","2021",2512,3079,2548,2444,3358,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011915000","Powiat skierniewicki","2021",1456,1719,1640,2011,3245,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"051011963000","Powiat m. Skierniewice","2021",4158,4818,3308,2733,1984,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615204000","Powiat kielecki","2021",6278,9049,9195,11386,17071,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615205000","Powiat konecki","2021",4682,5757,4788,4108,4623,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615207000","Powiat ostrowiecki","2021",8046,9582,6999,5337,5504,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615210000","Powiat skarżyski","2021",5839,6503,4759,3708,3650,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615211000","Powiat starachowicki","2021",5669,6730,5164,4416,5364,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615261000","Powiat m. Kielce","2021",20103,20517,14219,9974,6790,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615301000","Powiat buski","2021",3857,4355,3783,3478,5005,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615302000","Powiat jędrzejowski","2021",4410,5247,4426,4387,6027,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615303000","Powiat kazimierski","2021",1487,1738,1550,1520,2672,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615306000","Powiat opatowski","2021",2892,3196,2790,2459,3481,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615308000","Powiat pińczowski","2021",2398,2577,2134,1923,2553,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615309000","Powiat sandomierski","2021",3872,4758,4083,3756,5325,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615312000","Powiat staszowski","2021",3413,4437,3755,3691,4940,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"052615313000","Powiat włoszczowski","2021",2224,2605,2223,2226,3333,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060610901000","Powiat bialski","2021",5921,6568,5480,5620,7728,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060610913000","Powiat parczewski","2021",2091,2268,1874,1792,2168,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060610915000","Powiat radzyński","2021",2950,3446,2856,2851,4240,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060610919000","Powiat włodawski","2021",2458,2974,2138,1933,2206,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060610961000","Powiat m. Biała Podlaska","2021",4576,5321,3864,3023,2698,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611002000","Powiat biłgorajski","2021",4133,4836,4587,5033,8044,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611003000","Powiat chełmski","2021",4259,4910,4288,4103,5041,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611004000","Powiat hrubieszowski","2021",3831,4586,3528,3016,3835,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611006000","Powiat krasnostawski","2021",3845,4473,3563,3130,3925,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611018000","Powiat tomaszowski","2021",4279,5150,4354,4042,5668,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611020000","Powiat zamojski","2021",4968,5669,5200,5394,7772,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611062000","Powiat m. Chełm","2021",5637,6284,4570,3127,2458,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611064000","Powiat m. Zamość","2021",5023,5836,4312,3370,2808,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611108000","Powiat lubartowski","2021",4215,5244,4482,4550,6264,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
"060611109000","Powiat lubelski","2021",6039,8300,8375,9352,11877,"37","gosp.","37","gosp.","37","gosp.","37","gosp.","37","gosp.",1,"",1,"",1,"",1,"",1,""
